Content ID,Title,Year,Age,IMDb,Rotten Tomatoes,Hidden Gem,Awards Received,Awards Nominated,Directors,Platform,Type
HM11,Zack And Miri Make A Porno,2008,18+,65,74,31,2,4,Kevin Smith,Hulu,Movie
HM12,Resident Evil: Extinction,2007,18+,62,73,34,0,0,Russell Mulcahy,Hulu,Movie
HM13,I Am Not Your Negro,2017,18+,79,73,45,31,50,Raoul Peck,Hulu,Movie
HM14,The Lorax,2012,7+,64,72,32,4,8,Chris Renaud,Hulu,Movie
HM15,Resident Evil: Afterlife,2010,18+,58,71,19,2,8,Paul W.S. Anderson,Hulu,Movie
HM16,The 12Th Man,2017,all,74,71,36,0,0,Harald Zwart,Hulu,Movie
HM17,The Clovehitch Killer,2018,13+,66,70,34,0,0,Duncan Skiles,Hulu,Movie
HM18,Step Up Revolution,2012,13+,64,68,25,0,1,Scott Speer,Hulu,Movie
HM19,Mystic Pizza,1988,16+,63,68,33,1,4,Donald Petrie,Hulu,Movie
HM20,The Outsider,2018,all,63,67,18,0,0,,Hulu,Movie
HM21,Girl,2018,18+,71,66,77,0,0,Chad Faust,Hulu,Movie
HM22,Christine,2016,18+,69,65,32,0,2,John Carpenter,Hulu,Movie
HM23,The Stepfather,2009,13+,56,65,17,0,2,Nelson McCormick,Hulu,Movie
HM24,Freak Show,2018,all,66,63,32,0,0,Tom Stern,Hulu,Movie
HM25,Little Monsters,1989,7+,61,63,31,0,0,Richard Greenberg,Hulu,Movie
HM26,Maximum Risk,1996,18+,55,61,22,0,0,Ringo Lam,Hulu,Movie
HM27,Framing John Delorean,2019,all,64,59,80,0,0,Don Argott,Hulu,Movie
HM28,A Perfect Ending,2012,all,57,59,29,0,0,Nicole Conn,Hulu,Movie
HM29,Zapped,2014,all,52,59,28,0,0,Atlee Kumar,Hulu,Movie
HM30,The Girl King,2015,all,59,57,29,0,0,Mika Kaurismäki,Hulu,Movie
HM31,Ordinary People,2016,18+,73,56,42,19,14,Robert Redford,Hulu,Movie
HM32,Mother,2020,all,68,55,35,9,41,Darren Aronofsky,Hulu,Movie
HM33,Big Time Movie,2012,all,64,54,72,0,1,Savage Steve Holland,Hulu,Movie
HM34,A Second Chance,2015,all,71,54,31,0,0,Clay Glen,Hulu,Movie
HM35,Mosquita Y Mari,2012,all,63,52,29,0,0,Aurora Guerrero,Hulu,Movie
HM36,Sabrina,2018,all,42,51,64,0,0,,Hulu,Movie
HM37,Born To Play,2020,all,63,49,28,0,0,Viridiana Lieberman,Hulu,Movie
HM38,A Fairly Odd Summer,2014,all,38,45,65,0,0,Savage Steve Holland,Hulu,Movie
HM39,Still,2010,18+,44,39,21,0,0,Mike Flanagan,Hulu,Movie
HM40,The Dark Knight,2008,13+,90,94,45,158,163,Christopher Nolan,Hulu,Movie
HM41,Minding The Gap,2018,18+,81,90,43,0,0,Bing Liu,Hulu,Movie
HM42,Parasite,2019,18+,86,88,47,262,300,Bong Joon Ho,Hulu,Movie
HM43,Batman Begins,2005,13+,82,88,39,14,78,Christopher Nolan,Hulu,Movie
HM44,Gone Girl,2014,18+,81,87,41,64,187,David Fincher,Hulu,Movie
HM45,Catch Me If You Can,2002,13+,81,87,42,16,46,Steven Spielberg,Hulu,Movie
HM46,The Terminator,1984,18+,80,87,42,36,33,James Cameron,Hulu,Movie
HM47,Arrival,2016,13+,79,86,42,68,263,Denis Villeneuve,Hulu,Movie
HM48,Prisoners,2013,16+,81,86,39,10,38,Denis Villeneuve,Hulu,Movie
HM49,Bohemian Rhapsody,2018,13+,79,85,41,0,0,Bryan Singer,Hulu,Movie
HM50,Shrek,2001,7+,79,85,41,0,0,Andrew Adamson,Hulu,Movie
HM51,12 Years A Slave,2013,18+,81,85,45,242,335,Steve McQueen,Hulu,Movie
HM52,Slumdog Millionaire,2008,18+,80,85,42,154,132,Danny Boyle,Hulu,Movie
HM53,Skyfall,2012,13+,77,84,40,0,0,Sam Mendes,Hulu,Movie
HM54,Stand By Me,1986,18+,81,84,41,5,11,Rob Reiner,Hulu,Movie
HM55,The Girl With The Dragon Tattoo,2011,18+,78,84,39,27,91,David Fincher,Hulu,Movie
HM56,Big Fish,2003,13+,80,84,35,0,69,Tim Burton,Hulu,Movie
HM57,Happiest Season,2020,13+,66,83,37,0,0,Clea DuVall,Hulu,Movie
HM58,Kick-Ass,2010,18+,76,83,36,19,61,Matthew Vaughn,Hulu,Movie
HM59,(500) Days Of Summer,2009,13+,77,83,40,0,0,Marc Webb,Hulu,Movie
HM60,28 Days Later,2002,18+,76,83,39,10,32,Danny Boyle,Hulu,Movie
HM61,Once Upon A Time In The West,1968,13+,85,83,43,4,5,Sergio Leone,Hulu,Movie
HM62,Predator,1987,18+,78,83,40,0,0,Shane Black,Hulu,Movie
HM63,Big Time Adolescence,2020,18+,70,83,38,0,0,Jason Orley,Hulu,Movie
HM64,Ice Age,2002,7+,75,82,35,5,30,Chris Wedge,Hulu,Movie
HM65,The Shape Of Water,2017,18+,73,82,42,137,345,Guillermo del Toro,Hulu,Movie
HM66,The Iron Giant,1999,7+,80,82,43,20,18,Brad Bird,Hulu,Movie
HM67,50/50,2011,18+,76,82,40,12,28,Jonathan Levine,Hulu,Movie
HM68,Memories Of Murder,2003,all,81,81,41,31,4,Bong Joon Ho,Hulu,Movie
HM69,Beetlejuice,1988,7+,75,81,38,7,11,Tim Burton,Hulu,Movie
HM70,Train To Busan,2016,16+,76,81,40,32,39,Sang-ho Yeon,Hulu,Movie
HM71,Lucky Number Slevin,2006,18+,77,81,40,0,0,Paul McGuigan,Hulu,Movie
HM72,127 Hours,2010,18+,75,81,42,23,150,Danny Boyle,Hulu,Movie
HM73,Mission: Impossible - Ghost Protocol,2011,13+,74,81,39,0,0,Brad Bird,Hulu,Movie
HM74,Akira,1988,18+,80,81,42,1,0,Katsuhiro Ôtomo,Hulu,Movie
HM75,Shrek 2,2004,7+,72,81,38,0,0,Andrew Adamson,Hulu,Movie
HM76,Let The Right One In,2008,18+,79,81,40,0,0,Tomas Alfredson,Hulu,Movie
HM77,Hell Or High Water,2016,18+,76,81,44,47,167,David Mackenzie,Hulu,Movie
HM78,The Nice Guys,2016,18+,74,81,39,9,34,Shane Black,Hulu,Movie
HM79,Robocop,1987,18+,76,80,39,0,0,Paul Verhoeven,Hulu,Movie
HM80,Star Trek Beyond,2016,13+,70,80,38,3,29,Justin Lin,Hulu,Movie
HM81,Jack Reacher,2012,13+,70,80,31,1,6,Christopher McQuarrie,Hulu,Movie
HM82,Another Round,2020,18+,78,80,40,0,0,Thomas Vinterberg,Hulu,Movie
HM83,Portrait Of A Lady On Fire,2019,18+,81,80,40,0,0,Céline Sciamma,Hulu,Movie
HM84,The Secret Life Of Walter Mitty,2013,7+,73,80,30,5,18,Ben Stiller,Hulu,Movie
HM85,Dumb And Dumber,1994,13+,73,80,30,5,3,Peter Farrelly,Hulu,Movie
HM86,Palm Springs,2020,18+,74,79,38,0,0,Max Barbakow,Hulu,Movie
HM87,Flight,2012,18+,73,79,38,15,45,Robert Zemeckis,Hulu,Movie
HM88,I Saw The Devil,2010,18+,78,79,39,0,0,Jee-woon Kim,Hulu,Movie
HM89,The Mask,1994,13+,69,79,34,6,21,Chuck Russell,Hulu,Movie
HM90,Collective,2020,all,82,79,78,25,42,Alexander Nanau,Hulu,Movie
HM91,Rocketman,2019,18+,73,79,35,21,70,Dexter Fletcher,Hulu,Movie
HM92,Sweeney Todd: The Demon Barber Of Fleet Street,2007,18+,73,79,40,35,76,Tim Burton,Hulu,Movie
HM93,Coherence,2013,7+,72,79,38,0,0,James Ward Byrkit,Hulu,Movie
HM94,Nomadland,2021,18+,74,79,38,0,0,Chloé Zhao,Hulu,Movie
HM95,Enemy At The Gates,2001,18+,76,79,30,0,7,Jean-Jacques Annaud,Hulu,Movie
HM96,Space Jam,1996,7+,65,79,28,5,7,Joe Pytka,Hulu,Movie
HM97,Sunshine,2007,18+,72,79,35,1,22,Danny Boyle,Hulu,Movie
HM98,Becoming Bond,2017,18+,75,78,38,0,0,Josh Greenbaum,Hulu,Movie
HM99,Galaxy Quest,1999,7+,73,78,39,7,14,Dean Parisot,Hulu,Movie
HM100,Dredd,2012,18+,71,78,35,2,14,Pete Travis,Hulu,Movie
HM101,28 Weeks Later,2007,18+,70,78,36,3,16,Juan Carlos Fresnadillo,Hulu,Movie
HM102,Booksmart,2019,18+,72,78,42,24,53,Olivia Wilde,Hulu,Movie
HM103,We Need To Talk About Kevin,2011,18+,75,78,36,26,66,Lynne Ramsay,Hulu,Movie
HM104,Ghostbusters,2016,13+,67,78,41,6,8,Ivan Reitman,Hulu,Movie
HM105,The Peanut Butter Falcon,2019,13+,76,78,40,21,16,Tyler Nilson,Hulu,Movie
HM106,Silence,2016,18+,72,77,39,6,57,Martin Scorsese,Hulu,Movie
HM107,Take Shelter,2011,18+,74,77,38,0,0,Jeff Nichols,Hulu,Movie
HM108,Cashback,2006,18+,71,77,37,0,0,Sean Ellis,Hulu,Movie
HM109,The Age Of Adaline,2015,13+,72,77,29,1,10,Lee Toland Krieger,Hulu,Movie
HM110,Crime + Punishment,2018,all,74,77,38,0,0,Rob Schmidt,Hulu,Movie
HM111,The Judge,2014,18+,74,77,28,3,9,David Dobkin,Hulu,Movie
HM112,Logan Lucky,2017,13+,70,77,40,2,11,Steven Soderbergh,Hulu,Movie
HM113,Star Trek Ii: The Wrath Of Khan,1982,7+,77,77,39,0,0,Nicholas Meyer,Hulu,Movie
HM114,The Adventures Of Tintin,2011,7+,73,77,36,22,63,Steven Spielberg,Hulu,Movie
HM115,Star Trek: First Contact,1996,13+,76,77,40,8,21,Jonathan Frakes,Hulu,Movie
HM116,Hancock,2008,13+,64,77,26,4,14,Peter Berg,Hulu,Movie
HM117,Revolutionary Road,2008,18+,73,77,35,20,73,Sam Mendes,Hulu,Movie
HM118,Fighting With My Family,2019,13+,71,77,39,11,4,Stephen Merchant,Hulu,Movie
HM119,The Conversation,1974,7+,78,77,39,0,0,Francis Ford Coppola,Hulu,Movie
HM120,The Host,2006,18+,71,76,42,29,35,Bong Joon Ho,Hulu,Movie
HM121,Caddyshack,1980,18+,73,76,37,0,0,Harold Ramis,Hulu,Movie
HM122,Melancholia,2011,18+,72,76,37,0,0,Lars von Trier,Hulu,Movie
HM123,Vice,2018,18+,72,76,40,3,8,,Hulu,Movie
HM124,Hostiles,2017,18+,72,76,35,4,7,Scott Cooper,Hulu,Movie
HM125,Shoplifters,2018,18+,79,76,43,52,97,Hirokazu Koreeda,Hulu,Movie
HM126,Leave No Trace,2018,7+,72,76,43,17,90,Debra Granik,Hulu,Movie
HM127,The Man From Nowhere,2010,18+,78,76,45,18,17,Jeong-beom Lee,Hulu,Movie
HM128,Underworld: Evolution,2006,18+,67,76,20,2,6,Len Wiseman,Hulu,Movie
HM129,The Virgin Suicides,1999,18+,72,76,37,0,0,Sofia Coppola,Hulu,Movie
HM130,Terminator: Dark Fate,2019,18+,62,76,35,0,0,Tim Miller,Hulu,Movie
HM131,Harold & Kumar Go To White Castle,2004,18+,70,76,37,0,0,Danny Leiner,Hulu,Movie
HM132,Across The Universe,2007,13+,73,76,37,0,0,Julie Taymor,Hulu,Movie
HM133,Romeo + Juliet,1996,13+,67,76,33,15,29,Baz Luhrmann,Hulu,Movie
HM134,Bombshell,2019,18+,68,76,33,22,58,Jay Roach,Hulu,Movie
HM135,The Act Of Killing,2012,all,82,76,40,0,0,Joshua Oppenheimer,Hulu,Movie
HM136,Hotel Mumbai,2019,18+,76,75,36,9,25,Anthony Maras,Hulu,Movie
HM137,The Grapes Of Wrath,1940,all,81,75,39,0,0,John Ford,Hulu,Movie
HM138,The Way Back,2010,13+,73,75,38,5,30,Nat Faxon,Hulu,Movie
HM139,Heathers,1989,18+,72,75,37,0,0,Michael Lehmann,Hulu,Movie
HM140,The Polar Express,2004,all,66,75,30,5,26,Robert Zemeckis,Hulu,Movie
HM141,The A-Team,2010,13+,67,75,73,0,2,,Hulu,Movie
HM142,Boss Level,2021,18+,69,75,36,0,0,Joe Carnahan,Hulu,Movie
HM143,We Were Soldiers,2002,18+,72,75,33,3,5,Randall Wallace,Hulu,Movie
HM144,The Expendables,2010,18+,65,75,25,3,5,Sylvester Stallone,Hulu,Movie
HM145,The Wailing,2016,18+,75,75,38,0,0,Na Hong-jin,Hulu,Movie
HM146,Super Troopers,2001,18+,71,75,37,0,0,Jay Chandrasekhar,Hulu,Movie
HM147,Eye In The Sky,2015,18+,73,75,40,4,10,Gavin Hood,Hulu,Movie
HM148,The Upside,2019,13+,70,75,36,0,0,Neil Burger,Hulu,Movie
HM149,Burning,2018,all,75,75,41,58,140,Chang-dong Lee,Hulu,Movie
HM150,The Blair Witch Project,1999,18+,65,75,39,19,26,Daniel Myrick,Hulu,Movie
HM151,Papillon,2017,18+,72,75,29,0,0,Michael Noer,Hulu,Movie
HM152,Star Trek Iv: The Voyage Home,1986,7+,73,74,39,33,84,Leonard Nimoy,Hulu,Movie
HM153,Run,2020,13+,67,74,35,0,0,Aneesh Chaganty,Hulu,Movie
HM154,This Means War,2012,13+,63,74,20,1,6,McG,Hulu,Movie
HM155,Dumb: The Story Of Big Brother Magazine,2017,18+,73,74,29,4,6,Patrick O'Dell,Hulu,Movie
HM156,Sympathy For Lady Vengeance,2005,18+,76,74,31,7,5,Park Chan-Wook,Hulu,Movie
HM157,Fyre Fraud,2019,all,68,74,36,0,0,Jenner Furst,Hulu,Movie
HM158,The Mole Agent,2020,all,77,74,82,4,17,Maite Alberdi,Hulu,Movie
HM159,Knowing,2009,13+,62,74,23,1,6,Alex Proyas,Hulu,Movie
HM160,Open Range,2003,18+,74,74,37,0,0,Kevin Costner,Hulu,Movie
HM161,Hansel & Gretel: Witch Hunters,2013,18+,61,74,17,3,4,Tommy Wirkola,Hulu,Movie
HM162,Machete,2010,18+,66,74,35,0,0,Ethan Maniquis,Hulu,Movie
HM163,Lights Out,2016,13+,63,74,33,3,9,David F. Sandberg,Hulu,Movie
HM164,Predators,2010,18+,64,74,30,2,4,Nimród Antal,Hulu,Movie
HM165,Resident Evil: Apocalypse,2004,18+,62,74,34,0,0,Alexander Witt,Hulu,Movie
HM166,13 Assassins,2010,18+,76,74,38,0,0,Takashi Miike,Hulu,Movie
HM167,The Crazies,2010,18+,65,73,35,0,0,Breck Eisner,Hulu,Movie
HM168,The Croods 2,2020,7+,70,73,36,0,0,Joel Crawford,Hulu,Movie
HM169,The Chaser,2008,13+,78,73,37,27,25,Na Hong-jin,Hulu,Movie
HM170,Scrooged,1988,13+,70,73,36,0,0,Richard Donner,Hulu,Movie
HM171,The Dictator,2012,18+,64,73,30,1,1,Larry Charles,Hulu,Movie
HM172,Sorry To Bother You,2018,18+,69,73,40,20,56,Boots Riley,Hulu,Movie
HM173,Star Trek Vi: The Undiscovered Country,1991,7+,72,73,36,0,0,Nicholas Meyer,Hulu,Movie
HM174,Sympathy For Mr. Vengeance,2002,18+,76,73,31,7,5,Park Chan-Wook,Hulu,Movie
HM175,The House That Jack Built,2018,18+,68,73,28,11,20,Lars von Trier,Hulu,Movie
HM176,The Natural,1984,7+,75,73,36,3,8,Barry Levinson,Hulu,Movie
HM177,The Guilty,2018,18+,75,73,37,0,0,Gustav Möller,Hulu,Movie
HM178,Broken Flowers,2005,18+,72,73,36,0,0,Jim Jarmusch,Hulu,Movie
HM179,Alive,1993,18+,71,73,36,0,0,Frank Marshall,Hulu,Movie
HM180,Barb & Star Go To Vista Del Mar,2021,13+,64,73,34,0,0,Josh Greenbaum,Hulu,Movie
HM181,Storks,2016,7+,68,73,32,5,4,Nicholas Stoller,Hulu,Movie
HM182,Robot & Frank,2012,13+,71,73,36,0,0,Jake Schreier,Hulu,Movie
HM183,God'S Own Country,2017,all,77,73,43,31,39,Francis Lee,Hulu,Movie
HM184,Billy Madison,1995,13+,64,73,20,0,1,Tamra Davis,Hulu,Movie
HM185,Gemini Man,2019,13+,57,73,20,1,5,Ang Lee,Hulu,Movie
HM186,Predator 2,1990,18+,63,73,23,1,4,Stephen Hopkins,Hulu,Movie
HM187,Abominable,2019,7+,70,73,35,4,22,Jill Culton,Hulu,Movie
HM188,Chaplin,1992,13+,75,73,37,0,0,Richard Attenborough,Hulu,Movie
HM189,Seabiscuit,2003,13+,73,72,36,0,0,Gary Ross,Hulu,Movie
HM190,Something'S Gotta Give,2003,13+,67,72,34,8,13,Nancy Meyers,Hulu,Movie
HM191,Crawl,2019,18+,61,72,34,0,4,Alexandre Aja,Hulu,Movie
HM192,American Animals,2018,18+,70,72,38,10,21,Bart Layton,Hulu,Movie
HM193,The Dead Zone,1983,18+,72,72,36,0,0,David Cronenberg,Hulu,Movie
HM194,Bill & Ted Face The Music,2020,7+,60,72,33,0,0,Dean Parisot,Hulu,Movie
HM195,The Sisters Brothers,2018,18+,70,72,39,11,23,Jacques Audiard,Hulu,Movie
HM196,Waiting...,2005,18+,67,72,35,0,0,Rob McKittrick,Hulu,Movie
HM197,The One I Love,2014,18+,71,72,36,2,2,Charlie McDowell,Hulu,Movie
HM198,You'Re Next,2011,18+,66,72,35,11,20,Adam Wingard,Hulu,Movie
HM199,Date Night,2010,13+,63,72,31,4,8,Shawn Levy,Hulu,Movie
HM200,Red Cliff,2008,18+,74,72,37,0,0,John Woo,Hulu,Movie
HM201,The Skeleton Key,2005,13+,65,72,34,0,0,Iain Softley,Hulu,Movie
HM202,The Mountain Between Us,2017,13+,64,72,25,2,1,Hany Abu-Assad,Hulu,Movie
HM203,"Summer Of Soul (...Or, When The Revolution Could Not Be Televised)",2021,13+,83,72,39,0,0,Questlove,Hulu,Movie
HM204,March Of The Penguins 2,2017,7+,66,72,80,2,1,Luc Jacquet,Hulu,Movie
HM205,Breach,2007,13+,70,72,85,2,0,John Suits,Hulu,Movie
HM206,Footloose,1984,7+,66,72,35,0,0,Herbert Ross,Hulu,Movie
HM207,Bound,1996,18+,73,72,36,0,0,Lana Wachowski,Hulu,Movie
HM208,A Most Wanted Man,2014,18+,68,72,38,3,6,Anton Corbijn,Hulu,Movie
HM209,Graduation,2016,18+,73,72,39,11,29,Cristian Mungiu,Hulu,Movie
HM210,Whip It,2009,13+,69,72,35,0,0,Drew Barrymore,Hulu,Movie
HM211,National Lampoon'S Van Wilder,2002,18+,64,72,34,0,0,Walt Becker,Hulu,Movie
HM212,The Expendables 3,2014,13+,61,71,21,2,5,Patrick Hughes,Hulu,Movie
HM213,Goodnight Mommy,2014,18+,67,71,35,0,0,Severin Fiala,Hulu,Movie
HM214,Thelma,2017,all,70,71,40,15,46,Joachim Trier,Hulu,Movie
HM215,Star Trek: Generations,1994,7+,66,71,28,2,4,David Carson,Hulu,Movie
HM216,Love & Mercy,2015,13+,74,71,36,0,0,Bill Pohlad,Hulu,Movie
HM217,I Love You Phillip Morris,2009,18+,66,71,34,6,11,Glenn Ficarra,Hulu,Movie
HM218,Before We Go,2014,13+,68,71,21,0,0,Chris Evans,Hulu,Movie
HM219,The Big Chill,1983,18+,72,71,36,0,0,Lawrence Kasdan,Hulu,Movie
HM220,The Nightingale,2018,18+,73,71,39,25,34,Jennifer Kent,Hulu,Movie
HM221,"Quo Vadis, Aida?",2021,all,79,71,38,0,0,Jasmila Zbanic,Hulu,Movie
HM222,Harold & Kumar Escape From Guantanamo Bay,2008,18+,66,71,34,0,0,Jon Hurwitz,Hulu,Movie
HM223,'71,2014,18+,72,71,36,0,0,Yann Demange,Hulu,Movie
HM224,If Beale Street Could Talk,2018,18+,71,71,42,107,176,Barry Jenkins,Hulu,Movie
HM225,Weekend At Bernie'S,1989,13+,64,71,34,0,0,Ted Kotcheff,Hulu,Movie
HM226,Saint Maud,2019,18+,67,71,35,0,0,Rose Glass,Hulu,Movie
HM227,Bloody Sunday,2002,18+,76,71,37,0,0,J. Lee Thompson,Hulu,Movie
HM228,Jennifer'S Body,2009,18+,53,71,31,0,0,Karyn Kusama,Hulu,Movie
HM229,Cliffhanger,1993,18+,64,71,34,0,0,Renny Harlin,Hulu,Movie
HM230,Judy,2019,13+,68,71,36,23,61,Rupert Goold,Hulu,Movie
HM231,Dragonheart,1996,13+,65,71,27,3,10,Rob Cohen,Hulu,Movie
HM232,"The Good, The Bad, The Weird",2008,18+,73,71,37,12,27,Jee-woon Kim,Hulu,Movie
HM233,1900,1976,18+,77,71,37,0,0,Bernardo Bertolucci,Hulu,Movie
HM234,Free Fall,2013,all,76,71,37,0,0,Stephan Lacant,Hulu,Movie
HM235,Hannibal Rising,2007,18+,62,71,19,0,2,Peter Webber,Hulu,Movie
HM236,Colossal,2017,18+,62,71,35,3,8,Nacho Vigalondo,Hulu,Movie
HM237,Odd Thomas,2013,13+,68,70,35,0,0,Stephen Sommers,Hulu,Movie
HM238,Australia,2008,13+,66,70,34,0,0,Baz Luhrmann,Hulu,Movie
HM239,To Die For,1995,18+,68,70,35,0,0,Gus Van Sant,Hulu,Movie
HM240,Sputnik,2020,18+,64,70,34,0,0,Anthony Russo,Hulu,Movie
HM241,Gamer,2009,18+,58,70,19,1,0,Mark Neveldine,Hulu,Movie
HM242,Johnny English,2003,7+,62,70,24,0,6,Peter Howitt,Hulu,Movie
HM243,Bad Teacher,2011,18+,56,70,25,6,4,Jake Kasdan,Hulu,Movie
HM244,The Iron Lady,2011,13+,64,70,28,25,47,Phyllida Lloyd,Hulu,Movie
HM245,From Paris With Love,2010,18+,64,70,24,0,0,Pierre Morel,Hulu,Movie
HM246,Arachnophobia,1990,13+,64,70,34,0,0,Frank Marshall,Hulu,Movie
HM247,Hud,1963,all,78,70,37,0,0,Martin Ritt,Hulu,Movie
HM248,The Time Machine,2002,13+,60,70,22,2,4,Simon Wells,Hulu,Movie
HM249,The Last Stand,2013,18+,63,70,30,1,2,Jee-woon Kim,Hulu,Movie
HM250,Boy,2010,all,75,70,36,0,0,Taika Waititi,Hulu,Movie
HM251,Plan B,2021,18+,67,70,34,0,0,Natalie Morales,Hulu,Movie
HM252,Honeyland,2019,all,80,70,38,0,0,Tamara Kotevska,Hulu,Movie
HM253,A Perfect Getaway,2009,18+,65,70,34,0,0,David Twohy,Hulu,Movie
HM254,Blast From The Past,1999,13+,66,70,34,0,0,Hugh Wilson,Hulu,Movie
HM255,Killer Joe,2011,18+,67,70,34,0,0,William Friedkin,Hulu,Movie
HM256,Coyote Ugly,2000,13+,57,70,32,0,0,David McNally,Hulu,Movie
HM257,El Dorado,1966,all,76,70,37,0,0,Bibo Bergeron,Hulu,Movie
HM258,Ingrid Goes West,2017,18+,66,70,37,2,9,Matt Spicer,Hulu,Movie
HM259,Wall Street: Money Never Sleeps,2010,13+,62,70,33,0,0,Oliver Stone,Hulu,Movie
HM260,Possessor Uncut,2020,18+,65,70,34,0,0,Brandon Cronenberg,Hulu,Movie
HM261,Wayne'S World 2,1993,13+,62,69,30,0,3,Stephen Surjik,Hulu,Movie
HM262,47 Meters Down,2017,13+,57,69,23,0,0,Johannes Roberts,Hulu,Movie
HM263,Florence Foster Jenkins,2016,13+,68,69,38,10,45,Stephen Frears,Hulu,Movie
HM264,The Forbidden Kingdom,2008,13+,66,69,31,0,5,Rob Minkoff,Hulu,Movie
HM265,Like Crazy,2011,13+,67,69,35,9,7,Drake Doremus,Hulu,Movie
HM266,Dangerous Minds,1995,18+,65,69,34,0,0,John N. Smith,Hulu,Movie
HM267,What'S Love Got To Do With It,1993,18+,73,69,36,0,0,Brian Gibson,Hulu,Movie
HM268,The November Man,2014,18+,63,69,23,0,0,Roger Donaldson,Hulu,Movie
HM269,The 33,2015,13+,69,69,29,8,7,Patricia Riggen,Hulu,Movie
HM270,Force Majeure,2014,18+,73,69,36,0,0,Nat Faxon,Hulu,Movie
HM271,The Beatles: Eight Days A Week - The Touring Years,2016,all,78,69,41,5,14,Ron Howard,Hulu,Movie
HM272,In A World...,2013,18+,67,69,34,0,0,Lake Bell,Hulu,Movie
HM273,Step Up 2: The Streets,2008,13+,62,69,23,2,3,Jon M. Chu,Hulu,Movie
HM274,Willy'S Wonderland,2021,18+,55,69,31,0,0,Kevin Lewis,Hulu,Movie
HM275,Trolls World Tour,2020,7+,61,69,30,1,8,Walt Dohrn,Hulu,Movie
HM276,Young Adult,2011,18+,63,69,35,3,33,Jason Reitman,Hulu,Movie
HM277,The Biggest Little Farm,2019,7+,81,69,63,15,28,John Chester,Hulu,Movie
HM278,How Green Was My Valley,1941,all,77,69,37,0,0,John Ford,Hulu,Movie
HM279,Cartel Land,2015,18+,74,69,40,19,37,Matthew Heineman,Hulu,Movie
HM280,Mercury Rising,1998,16+,61,69,20,2,0,Harold Becker,Hulu,Movie
HM281,Pet Sematary,2019,18+,57,68,26,1,5,Mary Lambert,Hulu,Movie
HM282,Border,2018,18+,70,68,35,0,0,Ali Abbasi,Hulu,Movie
HM283,The Art Of Self-Defense,2019,18+,66,68,36,0,5,Riley Stearns,Hulu,Movie
HM284,The Soloist,2009,13+,67,68,34,0,0,Joe Wright,Hulu,Movie
HM285,Zappa,2020,all,76,68,36,0,0,Alex Winter,Hulu,Movie
HM286,A Hard Day,2014,13+,72,68,39,18,16,Seong-hun Kim,Hulu,Movie
HM287,Sinbad: Legend Of The Seven Seas,2003,7+,67,68,34,0,0,Patrick Gilmore,Hulu,Movie
HM288,Some Kind Of Heaven,2021,13+,72,68,35,0,0,Lance Oppenheim,Hulu,Movie
HM289,Missing Link,2019,7+,67,68,37,5,44,Chris Butler,Hulu,Movie
HM290,The Amazing Johnathan Documentary,2019,all,65,68,33,0,0,Benjamin Berman,Hulu,Movie
HM291,Dora And The Lost City Of Gold,2019,7+,61,68,35,4,2,James Bobin,Hulu,Movie
HM292,Marrowbone,2017,18+,67,68,30,2,2,Sergio G. Sánchez,Hulu,Movie
HM293,Confessions Of A Shopaholic,2009,7+,59,68,32,0,0,P.J. Hogan,Hulu,Movie
HM294,The Company You Keep,2012,18+,64,68,33,0,0,Robert Redford,Hulu,Movie
HM295,Universal Soldier,1992,18+,60,68,32,0,0,Roland Emmerich,Hulu,Movie
HM296,The Addams Family,2019,7+,58,68,32,5,21,,Hulu,Movie
HM297,The Boondock Saints Ii: All Saints Day,2009,18+,63,68,18,0,0,Troy Duffy,Hulu,Movie
HM298,Hollow Man,2000,18+,58,68,32,0,0,Paul Verhoeven,Hulu,Movie
HM299,The Messenger,2009,18+,71,68,35,0,0,Oren Moverman,Hulu,Movie
HM300,"20,000 Days On Earth",2014,all,75,67,36,0,0,Iain Forsyth,Hulu,Movie
HM301,Sightseers,2012,all,65,67,33,0,0,Ben Wheatley,Hulu,Movie
HM302,Rules Of Engagement,2000,18+,64,67,33,0,0,,Hulu,Movie
HM303,Diary Of A Wimpy Kid,2010,7+,62,67,32,0,0,Thor Freudenthal,Hulu,Movie
HM304,Antebellum,2020,18+,57,67,31,0,0,Gerard Bush,Hulu,Movie
HM305,Hellbound: Hellraiser Ii,1988,18+,65,67,33,0,0,Tony Randel,Hulu,Movie
HM306,I Feel Pretty,2018,13+,55,67,23,1,7,Abby Kohn,Hulu,Movie
HM307,Child'S Play,2019,18+,57,67,27,2,6,,Hulu,Movie
HM308,The Hustle,2019,13+,54,67,17,3,3,Chris Addison,Hulu,Movie
HM309,Timeline,2003,13+,57,67,31,0,0,Richard Donner,Hulu,Movie
HM310,Super Dark Times,2017,all,66,67,33,0,0,Kevin Phillips,Hulu,Movie
HM311,Dogman,2018,all,72,67,38,39,31,Matteo Garrone,Hulu,Movie
HM312,Ammonite,2020,18+,65,67,33,0,0,Francis Lee,Hulu,Movie
HM313,Derek Delgaudio'S In & Of Itself,2020,13+,83,67,40,0,4,Frank Oz,Hulu,Movie
HM314,High-Rise,2015,18+,56,67,27,5,13,Ben Wheatley,Hulu,Movie
